0,year,combinedStatus,fullName,sortName,primaryNationality,secondaryNationality,tertiaryNationality,gender,photoUrl,photoCredit,type,lastStatus,typeOfDeath,status,employedAs,organizations,jobs,coverage,mediums,country,location,region,state,locality,province,localOrForeign,sourcesOfFire,motiveConfirmed,accountabilityCrossfire,accountabilityAssignment,impunityMurder,tortured,captive,threatened,charges,motive,lengthOfSentence,healthProblems,impCountry,entry,sentenceDate,sentence,locationImprisoned,desc,city_country,latitude,longitude,lat,lon
126,2013,Confirmed,Sai Reddy,,India,,,Male,,,Journalist,,Murder,Killed,Staff,Deshbandhu,Print Reporter,"Corruption,Culture,Politics",Print,India,Bijapur District,,,Bijapur District,,Local,Political Group,Confirmed,,,Complete Impunity,No,No,Yes,,,,,,,,,,"Assailants beat and stabbed Reddy, 51, reporter for the Hindi-language newspaper Deshbandhu, as he left a market in Basaguda village in Bijapur district located in the central state of Chhattisgarh, news reports said. He sustained severe head and neck injuries, and died as he was being transported to a local hospital, reports said.","Bijapur District, India",16.81105965,75.89714733,16.81105965,75.89714733
127,1997,Confirmed,Saidan Shafi,,India,,,Male,,,Journalist,,Murder,Killed,Staff,Doordarshan TV,Broadcast Reporter,Politics,Television,India,Srinagar,,,Srinagar,,Local,Political Group,Confirmed,,,Complete Impunity,No,No,Yes,,,,,,,,,,"Shafi, a reporter for Doordarshan TV, the official Indian television network, for “Kashmir File,” a weekly news program, and “Eyewitness,” a five-minute nightly news capsule, was fatally shot in an ambush by two gunmen in Srinagar, Kashmir. His personal security guard also was killed in the attack. “Kashmir File” criticized militant Kashmiri separatists in the state, and Shafi told colleagues that he had received threats from separatists for what they said was his “biased” reporting.","Srinagar, India",34.0747444,74.8204443,34.0747444,74.8204443
128,2013,Confirmed,Saif ur Rehman,,Pakistan,,,Male,,,Journalist,,Dangerous Assignment,Killed,Staff,Samaa TV,Broadcast Reporter,"Crime,Human Rights,Politics",Television,Pakistan,Quetta,,,Quetta,,Local,Political Group,Confirmed,,,,,,,,,,,,,,,,"Rehman, a senior reporter for Samaa TV, died in a hospitalfrom injuries he sustained in a bomb blast that occurred 10 minutes after aninitial explosion near a billiards hall in Quetta, capital of Baluchistanprovince, according to Zahid Hussain, Samaa TV director of news. Rehman’s colleague, Imran Shaikh, a senior cameraman forSamaa TV, was killed in the first explosion, according to Samaa TV Senior ProducerAzam Gondal and news reports.","Quetta, Pakistan",30.1957677,67.0172447,30.1957677,67.0172447
129,1998,Confirmed,Saiful Alam Mukul,,Bangladesh,,,Male,,,Journalist,,Murder,Killed,Staff,Daily Runner,"Editor,Publisher/Owner","Corruption,Crime,Human Rights",Print,Bangladesh,Jessore,,,Jessore,,Local,,Confirmed,,,Complete Impunity,No,No,No,,,,,,,,,,"Mukul, editor of the Daily Runner, a Bengali-language newspaper, was returning to his home in Jessore when he was killed by what police say may have been a small, homemade bomb. He was pronounced dead on arrival at Jessore General Hospital. The Daily Runner was known for its exposés of gang activity, political corruption, and human rights abuses and had published stories criticizing guerrilla activity around Jessore.","Jessore, Bangladesh",23.1665971,89.2095143,23.1665971,89.2095143
130,2004,Confirmed,Sajid Tanoli,,Pakistan,,,Male,,,Journalist,,Murder,Killed,Staff,Shumal,Print Reporter,Corruption,Print,Pakistan,Mansehra,,,Mansehra,,Local,Government Officials,Confirmed,,,Complete Impunity,No,No,No,,,,,,,,,,"Tanoli, 35, a reporter with the regional Urdu-language dailyShumal, was killed in the town of Mansehra in Pakistan’s North West FrontierProvince, which is now known as Khyber Pakhtunkhwa. Tanoli was stopped on ahighway, dragged from his car, and shot several times, the official AssociatedPress of Pakistan reported. Tanoli had written critical stories about the head of thelocal government, Khalid Javed, including a piece published three days beforehis murder that accused the official of involvement in an illegal liquorbusiness, news reports said. Police filed murder charges against Javed,prompting the official to flee, according to news reports. Although Javedeventually returned, the murder charges were never revived, according to KiranNazish, a journalist who has studied anti-press attacks in Pakistan.","Mansehra, Pakistan",34.3286855,73.1993125,34.3286855,73.1993125
131,2011,Confirmed,Saleem Shahzad,,Pakistan,,,Male,https://cpj-photos.s3-us-west-2.amazonaws.com/Shahzad.rtr.jpg,Reuters,Journalist,,Murder,Killed,Staff,Asia Times Online,"Columnist/Commentator,Internet Reporter","Business,Corruption,Politics,War",Internet,Pakistan,Mandi Bahauddin,,,Mandi Bahauddin,,Local,Military Officials,Confirmed,,,Complete Impunity,Yes,Yes,Yes,,,,,,,,,,"Shahzad, 40, vanished on May 29 after writing about allegedlinks between Al-Qaeda and the Pakistani Navy. His body was found on May 31 ina canal near the town of Mandi Bahauddin, about 75 miles (120 kilometers) southof the capital, Islamabad. His friends said the body showed signs of torturearound the face and neck. He had told colleagues that he had been receivingthreats from intelligence officials in recent months.","Mandi Bahauddin, Pakistan",32.5846351,73.4914169,32.5846351,73.4914169
132,2018,Confirmed,Sandeep Sharma,,India,,,Male,,,Journalist,Killed,Murder,Killed,Staff,News World,Broadcast Reporter,Corruption,Television,India,Ghazipur district,,Ghazipur district,,Uttar Pradesh,Local,Criminal Group,Confirmed,,,Complete Impunity,No,No,Yes,,,,,,,,,,"Sandeep Sharma, a reporter for the local News World television channel in Madhya Pradesh state’s Bhind district, was killed on March 26, 2018. He was driving on his motorbike to a government event when a truck veered into him and ran him over, according to the channel’s bureau chief, Vikas Purohit, who witnessed the collision, and a report by NDTV. Purohit told CPJ that he took Sharma to the local hospital where the journalist was declared dead from injuries sustained in the crash.","Ghazipur district, India",25.5,83.5,25.5,83.5
133,2012,Confirmed,Saqib Khan,,Pakistan,,,Male,,,Journalist,,Dangerous Assignment,Killed,Staff,Ummat,Photographer,"Business,Corruption","Print,Internet",Pakistan,Karachi,,,Karachi,,Local,Political Group,Confirmed,,,,,,,,,,,,,,,,"Khan, a photographer for the Urdu-language paper Ummat, diedfrom injuries he sustained in a bomb explosion that occurred 30 minutes afteranother blast outside a Shia site in Karachi, according to the InternationalFederation of Journalists and the Pakistan Federal Union of Journalists. Khanwas killed while covering the first explosion, the same sources said.","Karachi, Pakistan",24.8546842,67.0207055,24.8546842,67.0207055
134,2007,Confirmed,Selvarajah Rajeewarnam,,Sri Lanka,,,Male,,,Journalist,,Murder,Killed,Staff,Uthayan,Print Reporter,"Politics,War",Print,Sri Lanka,Jaffna,,,Jaffna,,Local,Political Group,Confirmed,,,Complete Impunity,No,No,Yes,,,,,,,,,,"Rajeewarnam, a reporter for the Tamil-language daily Uthayan, was aboard a bicycle on assignment in Jaffna when he was shot by unidentified motorcycle-riding gunmen about 600 feet (180 meters) from a military checkpoint, according to Uthayan staffers.","Jaffna, Sri Lanka",9.665093,80.0093029,9.665093,80.0093029
135,2011,Confirmed,Shafiullah Khan,,Pakistan,,,Male,,,Journalist,,Dangerous Assignment,Killed,Staff,The News,Print Reporter,"Crime,Politics",Print,Pakistan,Wah Cantonment,,,Wah Cantonment,,Local,Political Group,Confirmed,,,,,,,,,,,,,,,,"Asfandyar Khan, a reporter for the newspaperAkhbar-e-Khyber, died in a double bombing that took the lives of more thanthree dozen people. Shafiullah Khan, a trainee reporter at the daily The News,died six days later from extensive burns and shrapnel wounds suffered in theattack. Seven other journalists were injured.","Wah Cantonment, Pakistan",33.7875379,72.7264725,33.7875379,72.7264725
136,2002,Confirmed,Shahid Soomro,,Pakistan,,,Male,,,Journalist,,Murder,Killed,Staff,Kawish,Print Reporter,Human Rights,Print,Pakistan,Kandhkot,,,Kandhkot,,Local,Government Officials,Confirmed,,,Complete Impunity,No,No,No,,,,,,,,,,"Soomro, a correspondent for the Sindhi-language newspaper Kawish, was assassinated in the town of Kandhkot, Sindh Province, apparently in reprisal for his reporting on abuses committed during general elections held on October 10.","Kandhkot, Pakistan",28.2449018,69.1814167,28.2449018,69.1814167
137,2021,Confirmed,Shahid Zehri,,Pakistan,,,Male,https://cpj-photos.s3.us-west-2.amazonaws.com/prod/shahid-zehri.PNG_f656e15f-1e17-426a-9135-9ca5dc394e38.png,YouTube/Metro 1 News,Journalist,Killed,Murder,Killed,Staff,Metro 1 News,Broadcast Reporter,Politics,Television,Pakistan,Hub,,,Hub,Baluchistan,Local,Political Group,Confirmed,,,Complete Impunity,No,No,No,,,,,,,,,,"On October 10, 2021, Shahid Zehri, a reporter for the privately owned news channel Metro 1 News, was killed in an explosion while driving his car in the southern Pakistan city of Hub, in the Lasbela district of Baluchistan province, according to multiple news reports citing local police officials, and a report by his employer. The Baloch Liberation Army, an ethnic separatist group, took responsibility for the attack in a press release posted to social media, accusing Zehri of working with the intelligence branch of Pakistan’s military and “committing various crimes using the noble profession of journalism” with the support of the Frontier Corps, a government paramilitary force that operates in Baluchistan province.","Hub, Pakistan",25.0255428,66.8840285,25.0255428,66.8840285
138,2000,Confirmed,Shamsur Rahman,,Bangladesh,,,Male,,,Journalist,,Murder,Killed,Freelance,Janakantha,"Broadcast Reporter,Print Reporter",Crime,"Print,Radio",Bangladesh,Jessore,,,Jessore,,Local,Criminal Group,Confirmed,,,Complete Impunity,No,No,Yes,,,,,,,,,,"Rahman, a special correspondent for the Bengali-language national daily Janakantha and a frequent contributor to the BBC’s Bengali-language service, was killed at around 8:20 p.m. when two armed men entered his office and fired at his head and chest from point-blank range. The 43-year-old journalist was working alone in his office on Jail Road in central Jessore when the assailants arrived. The gunmen reportedly fled the scene immediately.","Jessore, Bangladesh",23.1665971,89.2095143,23.1665971,89.2095143
139,2014,Confirmed,Shan Dahar,,Pakistan,,,Male,,,Journalist,,Murder,Killed,Staff,Abb Takk Television,Broadcast Reporter,"Corruption,Crime,Politics",Television,Pakistan,Larkana,,,Larkana,,Local,Criminal Group,Confirmed,,,Complete Impunity,No,No,No,,,,,,,,,,"Dahar, a reporter for Abb TakkTelevision, was shot in the back while filming outside a pharmacy near theBadah Press Club in Larkana, according to his sister and brother-in-law whospoke to CPJ. He died shortly after at a local hospital.","Larkana, Pakistan",27.5564798,68.2101509,27.5564798,68.2101509
140,2017,Confirmed,Shantanu Bhowmik,,India,,,Male,,,Journalist,Killed,Dangerous Assignment,Killed,Staff,Dinraat,Broadcast Reporter,Politics,Television,India,West Tripura district,,Tripura,West Tripura district,,Local,Mob Violence,Confirmed,,No,,,,,,,,,,,,,,"Shantanu Bhowmik, a reporter for the local Bengali-language news channel Dinraat, was beaten to death on September 20, 2017, while he covered clashes between members of the separatist Indigenous People’s Front of Tripura and the ruling Tripura Rajya Upajati Ganamukti Parishad party in the northeastern Tripura state near the border with Bangladesh, according to media reports.","West Tripura district, India",23.916667,91.5,23.916667,91.5
141,2016,Confirmed,Shehzad Ahmed,,Pakistan,,,Male,,,Journalist,,Dangerous Assignment,Killed,Staff,Aaj News,Camera Operator,"Business,Corruption,Crime,Culture,Human Rights,Politics,Sports",Television,Pakistan,Quetta,,,Quetta,,Local,Political Group,Confirmed,,,,,,,,,,,,,,,,"Aaj News cameraman Shehzad Ahmed died in a massive bomb blast in Quetta, Pakistan, that killed more than 70 people, according to press reports. Khan, 30, was filming lawyers gathered at the Quetta Civil Hospital to mourn the murder of their colleague Bilal Kasi, president of the Baluchistan Bar Association, whose car was attacked by gunmen on motorcycles.","Quetta, Pakistan",30.1957677,67.0172447,30.1957677,67.0172447
142,2005,Confirmed,Sheikh Belaluddin,,Bangladesh,,,Male,,,Journalist,,Murder,Killed,Staff,Sangram,Print Reporter,,Print,Bangladesh,Khulna,,,Khulna,,Local,Political Group,Confirmed,,,Complete Impunity,No,No,No,,,,,,,,,,"Belaluddin, a correspondent with the conservative Bengali daily Sangram, died of injuries sustained in a bomb attack six days earlier. The device exploded at around 9:15 p.m. outside the press club in the southwestern city of Khulna. The bomb, hidden in a bag hanging from a motorcycle, detonated as Belaluddin approached the vehicle.","Khulna, Bangladesh",22.8083689,89.4426887,22.8083689,89.4426887
143,2009,Confirmed,Shoba,,Sri Lanka,,,Female,,,Journalist,,Crossfire,Killed,Staff,O'liveechchu,Broadcast Reporter,War,"Television,Internet",Sri Lanka,Mullivaikkal,,,Mullivaikkal,,Local,Military Officials,Confirmed,,,,,,,,,,,,,,,,"Tamil news presenter Shoba was shown shot and killed inamateur video filmed by Sri Lankan soldiers and obtained by the U.K.’s Channel4. Journalists for Democracy in Sri Lanka said Shoba died in the town of Mullivaikkalin the northeastern “no fire zone.”Shoba, who went by one name, also reported under the nameIsaipriya or Isaippiriya for the media division of the secessionist LiberationTigers of Tamil Eelam (LTTE), including the videomagazine O’liveechchu, according to Channel 4 and the pro-LTTE TamilNet news website. The mannerof Shoba’s death is not known, although several point-blank executions of boundprisoners were filmed in the same location. Channel 4 reporter Jon Snow said inthe documentary film, “Sri  Lanka‘s Killing Fields,” that Shoba’s bodywas found among some that “appear to have been raped or sexually assaulted, andthen murdered.”The Sri Lankan Ministry of Defense described Shoba as Lt.","Mullivaikkal, Sri Lanka",9.30691155,80.78401459,9.30691155,80.78401459
144,2020,Confirmed,Shubham Mani Tripathi,,India,,,Male,,,Journalist,Killed,Murder,Killed,Staff,Kampu Mail,Print Reporter,Politics,Print,India,Uttar Pradesh,,Uttar Pradesh,,,Local,Criminal Group,Confirmed,,,Complete Impunity,No,No,No,,,,,,,,,,"On June 19, 2020, two assailants shot and killed Indian journalist Shubham Mani Tripathi, a reporter with the local Hindi daily Kampu Mail, in Uttar Pradesh state’s Unnao district, according to news reports and the journalist’s brother, Rishabh Mani Tripathi, who spoke to CPJ over the phone.","Uttar Pradesh, India",27.1303344,80.859666,27.1303344,80.859666
145,2018,Confirmed,Shujaat Bukhari,,India,,,Male,https://cpj-photos.s3.amazonaws.com/Bukhari%202%20AP-2018-06-22-1529700255957.jpg,AP/Bikas Das,Journalist,Killed,Murder,Killed,Staff,Rising Kashmir,"Editor,Print Reporter","Human Rights,Politics",Print,India,Srinagar city,,Jammu and Kashmir,Srinagar city,,Local,,Confirmed,,,Complete Impunity,No,No,Yes,,,,,,,,,,"Several unidentified gunmen fired at Shujaat Bukhari, 50, outside his office as he was leaving for an iftar party (the meal that breaks the Ramadan fast), according to media reports. He suffered injuries to the head and abdomen, according to a report on the Free Press Kashmir news website. Two police officers, who had been assigned to protect him after an attack in 2000, were also fired at, the reports said. All three were rushed to the Shri Maharaja Hari Singh hospital where they died, according to news reports. The Rising Kashmir office is located in Srinagar city’s Press Colony, a high-security zone that houses other media organizations, according to a report in The Telegraph newspaper. On June 15, police released images of three suspects on a motorcycle captured on closed-circuit TV, according to a report on the NDTV 24X7 news channel. SP Pani, the inspector general of the Jammu and Kashmir state police, told CPJ that Zubair Qadri, a fourth suspect, had been arrested on June 15 and a pistol was recovered from the scene of the crime. Footage showed him stealing a pistol from one of the slain security officers, according to a report on The Wire news website. When asked if any organization had claimed responsibility, Pani said that the killing was being treated as a ""terrorism-related"" crime and did not elaborate. When asked about the number of gunmen who killed Bukhari, Pani said this was ""a matter of investigation.” Amarjit Singh Dulat, a former director of Research and Analysis Wing, India’s external intelligence agency, claimed that Bukhari had approached Mehbooba Mufti, former chief minister of Jammu and Kashmir, for “increased security” a few days before his death, according to news reports. Naeem Akhtar, a minister in the Jammu and Kashmir state government, did not take calls from CPJ seeking comment. Pani denied knowledge of the statement made by Dulat.","Srinagar city, India",34.0747444,74.8204443,34.0747444,74.8204443
146,2002,Confirmed,Shukur Hossain,,Bangladesh,,,Male,,,Journalist,,Murder,Killed,Staff,Anirban,Print Reporter,"Corruption,Crime",Print,Bangladesh,Ula,,,Ula,,Local,Political Group,Confirmed,,,Complete Impunity,No,Yes,No,,,,,,,,,,"Hossain, a crime reporter for the Khulna-based newspaper Anirban, was kidnapped from his home in Ula, a village near the town of Dumuria, Khulna District, at around midnight by a group of about 35 armed men. Police suspect that the assailants belonged to the outlawed Biplobi Communist Party, one of several guerrilla groups active in the lawless southwest of the country.","Ula, Bangladesh",23.29832015,90.33492659,23.29832015,90.33492659
147,2008,Confirmed,Siraj Uddin,,Pakistan,,,Male,,,Journalist,,Dangerous Assignment,Killed,Staff,The Nation,Print Reporter,,Print,Pakistan,Mingora,,,Mingora,,Local,,Confirmed,,,,,,,,,,,,,,,,"Uddin died in a suicide bombing that took the lives of morethan 40 people, according to Pakistani news reports. No organization claimedresponsibility for the attack, which occurred at the funeral of a slain policeofficer and wounded about 80 people, including two other journalists.","Mingora, Pakistan",34.7681309,72.3684619,34.7681309,72.3684619
148,2018,Confirmed,Sohail Khan,,Pakistan,,,Male,,,Journalist,Killed,Murder,Killed,Staff,K2 Times,Print Reporter,"Corruption,Crime",Print,Pakistan,Haripur,,,Haripur,Khyber Pakhtunkhwa,Local,Criminal Group,Confirmed,,,Complete Impunity,No,No,Yes,,,,,,,,,,"Sohail Khan, a reporter for the Urdu daily K2 Times, was shot and killed while driving in Haripur, Khyber Pakhtunkhwa province, on October 16, 2018.","Haripur, Pakistan",33.9944889,72.9331737,33.9944889,72.9331737
149,2007,Confirmed,Subash Chandraboas,,Sri Lanka,,,Male,,,Journalist,,Murder,Killed,Staff,Nilam,Publisher/Owner,"Culture,Sports",Print,Sri Lanka,an area near Vavuniya,,,an area near Vavuniya,,Local,Political Group,Confirmed,,,Complete Impunity,No,No,No,,,,,,,,,,"Chandraboas, 32, editor of a small Tamil-language monthly magazine, Nilam (The Ground), was shot to death at around 7:30 p.m. near his home in the government-controlled town of Thoanikkal, near Vavuniya in ethnically Tamil Sri Lanka. His 8-year-old daughter told CPJ that the assassins spoke in Tamil and Sinhalese.","Vavuniya, Sri Lanka",8.7593517,80.5000778,8.7593517,80.5000778
150,2006,Confirmed,Subramaniyam Sugitharajah,,Sri Lanka,,,Male,,,Journalist,,Murder,Killed,Staff,Sudar Oli,Print Reporter,"Corruption,Politics",Print,Sri Lanka,Trincomalee,,,Trincomalee,,Local,Government Officials,Confirmed,,,Complete Impunity,No,No,No,,,,,,,,,,An unidentified gunman killed Tamil journalist Sugitharajah as thereporter was on his way to work in the eastern port town of Trincomalee.,"Trincomalee, Sri Lanka",8.576425,81.2344952,8.576425,81.2344952
151,2017,Confirmed,Sudip Dutta Bhaumik,,India,,,Male,,,Journalist,Killed,Murder,Killed,Staff,Syandan Patrika,Print Reporter,"Politics,Corruption",Print,India,West Tripura district,,Tripura state,West Tripura district,,Local,Government Officials,Confirmed,,,Complete Impunity,No,No,No,,,,,,,,,,"Sudip Dutta Bhaumik, an investigative reporter at the Bengali-language daily Syandan Patrika, was shot outside the office of Tapan Debbarma, a commandant in Tripura State Rifles paramilitary force, according to media reports. A guard allegedly shot the journalist, according to reports.","West Tripura district, India",23.916667,91.5,23.916667,91.5
152,2000,Confirmed,Sufi Mohammad Khan,,Pakistan,,,Male,,,Journalist,,Murder,Killed,Staff,Ummat,Print Reporter,Crime,Print,Pakistan,Badin,,,Badin,,Local,Criminal Group,Confirmed,,,Complete Impunity,No,No,Yes,,,,,,,,,,"Khan, an investigative reporter with the Karachi daily Ummat, was shot dead by alleged drug trafficker Ayaz Khatak in the southern district of Badin, near the Indian border.","Badin, Pakistan",24.6551671,68.8401509,24.6551671,68.8401509
153,2021,Confirmed,Sulabh Srivastava,,India,,,Male,https://cpj-photos.s3.us-west-2.amazonaws.com/prod/india_06-15-2021.png_0e1f1e5f-faae-421d-88b0-67ffeec52696.png,ABP Ganga/YouTube,Journalist,Killed,Murder,Killed,Staff,"ABP News,ABP Ganga",Broadcast Reporter,Crime,Television,India,Pratapgarh District,,Uttar Pradesh,Pratapgarh District,,Local,Criminal Group,Confirmed,,,Complete Impunity,No,No,Yes,,,,,,,,,,"On the evening of June 13, 2021, Sulabh Srivastava, a reporter with the privately owned Indian broadcasters ABP News and ABP Ganga, was declared dead at a hospital in the Pratapgarh district of Uttar Pradesh, shortly after local laborers found his body near a brick kiln, according to news reports.","Pratapgarh District, India",28.6824181,75.9528637,28.6824181,75.9528637
154,2007,Confirmed,Suresh Linbiyo,,Sri Lanka,,,Male,,,Journalist,,Crossfire,Killed,Staff,Voice of Tigers,Technician,War,Radio,Sri Lanka,Kilinochchi,,,Kilinochchi,,Local,Military Officials,Confirmed,,,,,,,,,,,,,,,,"Announcer Isaivizhi Chempiyan and technicians SureshLinbiyo and T. Tharmalingam were killed in a Sri Lankan Air Force air strike. Fighterjets dropped a dozen bombs on the station shortly before VelupillaiPrabhakaran, leader of the separatist Liberation Tigers of Tamil Eelam(LTTE), was due to broadcast a statement. At least five other peoplewere killed in the strike against the LTTE-run station, according tolocal media reports.","Kilinochchi, Sri Lanka",9.3840068,80.4087224,9.3840068,80.4087224
155,2007,Confirmed,T. Tharmalingam,,Sri Lanka,,,Male,,,Journalist,,Crossfire,Killed,Staff,Voice of Tigers,Technician,War,Radio,Sri Lanka,Kilinochchi,,,Kilinochchi,,Local,Military Officials,Confirmed,,,,,,,,,,,,,,,,"Announcer Isaivizhi Chempiyan and technicians Suresh Linbiyo and T. Tharmalingam were killed in a Sri Lankan Air Force air strike. Fighter jets dropped a dozen bombs on the station shortly before Velupillai Prabhakaran, leader of the separatist Liberation Tigers of Tamil Eelam (LTTE), was due to broadcast a statement. At least five other people were killed in the strike against the LTTE-run station, according to local media reports.","Kilinochchi, Sri Lanka",9.3840068,80.4087224,9.3840068,80.4087224
156,2009,Confirmed,Tahir Awan,,Pakistan,,,Male,,,Journalist,,Dangerous Assignment,Killed,Freelance,freelance,Print Reporter,War,Print,Pakistan,Dera Ismail Khan,,,Dera Ismail Khan,,Local,Political Group,Confirmed,,,,,,,,,,,,,,,,"A suicide bomber killed Imran, a cameraman trainee forExpress TV, and Tahir Awan, a freelance reporter for the local Eitedal and ApnaAkhbar newspapers, in North West Frontier Province, now known as Khyber Pakhtunkhwa,according to the Pakistan Federal Union of Journalists and local news reports.","Dera Ismail Khan, Pakistan",31.827527,70.9090919,31.827527,70.9090919
157,2017,Confirmed,Taimoor Khan,,Pakistan,,,Male,,,Journalist,Killed,Dangerous Assignment,Killed,Staff,Samaa TV,Camera Operator,"Crime,Politics",Television,Pakistan,Karachi,,,Karachi,,Local,Political Group,Confirmed,,,,,,,,,,,,,,,,"Taimoor Khan, a cameraman for the privately owned broadcaster Samaa TV, was fatally shot on February 12, 2017, while covering the aftermath of an attack on a police vehicle in Karachi. He was 22. Khan, also called Taimur Abbas in press reports, and colleagues from Samaa TV were arriving to cover the aftermath of a grenade attack on a police vehicle in the North Nazimabad district of Karachi that hurt no one when gunmen on a motorcycle began shooting at their van, according to press reports. Abbas was shot in the head and chest, and died while being treated in a nearby hospital, according to news reports.","Karachi, Pakistan",24.8546842,67.0207055,24.8546842,67.0207055
158,2014,Confirmed,Tarun Kumar Acharya,,India,,,Male,,,Journalist,,Murder,Killed,Staff,"Kanak TV, Sambad","Broadcast Reporter,Print Reporter","Corruption,Crime,Human Rights","Print,Television",India,Odisha,,,Odisha,,Local,Local Residents,Confirmed,,,Partial Impunity,No,No,Yes,,,,,,,,,,"Acharya, a stringer for Kanak TV, a local Oriya-language TV channel, and a reporter for Sambad, a local Oriya-language newspaper, was found with his throat slit and injuries to his chest in the eastern Indian state of Odisha on May 28, 2014, according to reports. Kanak TV and Sambad are owned by the Odisha-based Eastern Media group.","Odisha, India",20.5431241,84.6897321,20.5431241,84.6897321
159,2009,Confirmed,Uma Singh,,Nepal,,,Female,https://cpj-photos.s3-us-west-2.amazonaws.com/uma_singh_small.jpg,A protester holds a photo of Uma Singh. (Reuters),Journalist,,Murder,Killed,Staff,"Janakpur Today, Radio Today",Broadcast Reporter,"Human Rights,Politics","Print,Radio",Nepal,Janakpur ,,,Janakpur ,,Local,Political Group,Confirmed,,,Full Justice,No,No,Yes,,,,,,,,,,"As many as 15 people with knives attacked Uma Singh, a 27-year-old print and radio reporter, in her home in the southeastern district of Dhanusa, Janakpur zone, near the border with India, according to local and international news reports. Singh died of multiple stab wounds to the head and upper body while being transferred from a local hospital to a larger one later that evening.","Janakpur , Nepal",26.7281124,85.93643035,26.7281124,85.93643035
160,2011,Confirmed,Umesh Rajput,,India,,,Male,,,Journalist,,Murder,Killed,Staff,Nai Dunia,Print Reporter,"Corruption,Human Rights,Politics",Print,India,Raipur district,,,Raipur district,,Local,Local Residents,Confirmed,,,Complete Impunity,No,No,Yes,,,,,,,,,,"Two masked gunmen on motorcycles shot dead Rajput, 33, a reporter with the Hindi-language daily Nai Dunia (New World), outside his home near Raipur district in Chhattisgarh state, according to local news reports.","Raipur district, India",20.916667,82,20.916667,82
161,2004,Confirmed,Veeraboina Yadagiri,,India,,,Male,,,Journalist,,Murder,Killed,Staff,Andhra Prabha,Print Reporter,"Corruption,Crime",Print,India,Medak,,,Medak,,Local,Criminal Group,Confirmed,,,Complete Impunity,No,No,Yes,,,,,,,,,,"Yadagiri, a veteran journalist and staff correspondent for the local,Telugu-language daily Andhra Prabha, was stabbed to death nearhis home in the town of Medak, in India’s southern Andhra PradeshState. Local journalists told CPJ that Yadagiri, 35, was murderedin reprisal for his articles investigating the illegal sale of home-brewedliquor, known locally as toddy.","Medak, India",17.9375095,78.21174499,17.9375095,78.21174499
162,2010,Confirmed,Vijay Pratap Singh,,India,,,Male,,,Journalist,,Dangerous Assignment,Killed,Staff,Indian Express,Print Reporter,"Business,Politics",Print,India,Allahabad,,,Allahabad,,Local,Political Group,Confirmed,,,,,,,,,,,,,,,,"Singh, 36, a senior correspondent for the daily Indian Express, died of injuries suffered in a July 12 bombing. Singh was interviewing Nand Gopal Gupta, minister for institutional finance, when explosives concealed in a moped outside the minister’s home were detonated, news reports said. The blast killed one other person and injured several others, including Gupta.","Allahabad, India",25.4381302,81.8338005,25.4381302,81.8338005
163,2008,Confirmed,Vikas Ranjan,,India,,,Male,,,Journalist,,Murder,Killed,Staff,Hindustan,Print Reporter,Corruption,Print,India,Rosera,,,Rosera,,Local,,Confirmed,,,Complete Impunity,No,No,Yes,,,,,,,,,,"Ranjan, a correspondent for the Hindi-language daily Hindustan, was shot in the town of Rosera in the Samastipur district of northern Bihar state, according to Alok Mohit, news editor of the English-language sister paper Hindustan Times, who spoke with CPJ by telephone.","Rosera, India",25.7798366,86.04254408,25.7798366,86.04254408
164,2011,Confirmed,Wali Khan Babar,,Pakistan,,,Male,https://cpj-photos.s3-us-west-2.amazonaws.com/Wali%252520Khan%252520Baber%252520Investigation%252520PKG.jpg,,Journalist,,Murder,Killed,Staff,Geo TV,Broadcast Reporter,"Corruption,Crime,Human Rights,Politics",Television,Pakistan,Karachi,,,Karachi,,Local,Political Group,Confirmed,,,Partial Impunity,No,No,Yes,,,,,,,,,,"Wali Khan Babar, 28, was shot shortly after his story on gang violence aired on Pakistan’s most widely watched broadcaster, Geo TV. At least two assailants intercepted the journalist’s car at 9:20 p.m. in Karachi’s Liaquatabad area, shooting him four times in the head and once in the neck, Geo TV Managing Director Azhar Abbas told CPJ. Witnesses said one assailant spoke to Babar briefly before opening fire, Abbas said.","Karachi, Pakistan",24.8546842,67.0207055,24.8546842,67.0207055
165,2015,Confirmed,Washiqur Rahman Babu,,Bangladesh,,,Male,,,Journalist,,Murder,Killed,Freelance,Freelance,Internet Reporter,"Culture,Human Rights,Politics",Internet,Bangladesh,Dhaka,,,Dhaka,,Local,Political Group,Confirmed,,,Complete Impunity,No,No,Yes,,,,,,,,,,"Three assailants attacked Rahman with a sharp weapon as he left his home to go to work in the morning, The Associated Press reported. The blogger, who was also identified in reports as Oyasiqur Rhaman, was pronounced dead upon arrival at a local hospital from injuries he sustained to his head, face, and neck, news reports said. Police were able to identify Rahman using a voter identity card they found in his possession, the reports said.","Dhaka, Bangladesh",23.7861979,90.4026151,23.7861979,90.4026151
