,year,combinedStatus,fullName,sortName,primaryNationality,secondaryNationality,tertiaryNationality,gender,photoUrl,photoCredit,type,lastStatus,typeOfDeath,status,employedAs,organizations,jobs,coverage,mediums,country,location,region,state,locality,province,localOrForeign,sourcesOfFire,motiveConfirmed,accountabilityCrossfire,accountabilityAssignment,impunityMurder,tortured,captive,threatened,charges,motive,lengthOfSentence,healthProblems,impCountry,entry,sentenceDate,sentence,locationImprisoned,desc,city_country,latitude,longitude,lat,lon
10,2005,Confirmed,Allah Noor,,Pakistan,,,Male,https://cpj-photos.s3-us-west-2.amazonaws.com/allah_noor_pakistan_2005.jpg,,Journalist,,Murder,Killed,Freelance,Khyber TV,Photographer,War,Print,Pakistan,Wana,,,Wana,,Local,Political Group,Confirmed,,,Complete Impunity,No,No,No,,,,,,,,,,"Gunmen in South Waziristan fatally shot Allah Noor, ajournalist for Peshawar-based Khyber TV, and Amir Nowab, a freelance cameramanfor Associated Press Television News and a reporter for the Frontier Postnewspaper. The journalists were riding with colleagues in a bus transportingthem from the town of Sararogha, where they had covered the surrender of asuspected tribal militant, Baitullah Mehsud.<br>A car overtook the bus about 7:30 p.m. near the town ofWana, and assailants opened fire with AK-47 assault rifles, according to TheAssociated Press, which quoted Mahmood Shah, chief of security for Pakistan’stribal areas bordering Afghanistan. Two other journalists riding in the buswere injured. Anwar Shakir, a stringer for Agence France-Presse, was wounded inthe back during the attack, according to news reports. Dilawar Khan, who wasworking for Al-Jazeera, suffered minor injuries. Nowab was also knownprofessionally as Mir Nawab. Days later, a group calling itself Sipah-e-Islam, orSoldiers of Islam, claimed responsibility for the killings in a letter faxed tonewspapers. It accused some journalists of “working for Christians” and of“being used as tools in negative propaganda … against the Muslim mujahideen.”Local journalists blamed officials for not doing more at thetime of the murders. They said no attempt was made to stop the gunmen’s vehicleeven though the attack took place in an area under government control. Theyalso said no real investigation into the murders took place.<br>The Pakistani military had begun an offensive againstsuspected Al-Qaeda fighters in South Waziristan in early 2004.","Wana, Pakistan",32.3073624,69.5907178,32.3073624,69.5907178
11,1997,Confirmed,Altaf Ahmed Faktoo,,India,,,Male,,,Journalist,,Murder,Killed,Staff,Doordarshan TV,Broadcast Reporter,Politics,Television,India,Srinagar,,Kashmir,Srinagar,,Local,Political Group,Confirmed,,,Complete Impunity,No,Yes,Yes,,,,,,,,,,"Faktoo, an anchor for the state-owned Doordarshan television station in Srinagar, Kashmir, was assassinated, reportedly by militant separatists, who fired two shots at the journalist with a gun equipped with a silencer. He had received repeated threats from militant separatists because of his work and had been kidnapped and detained by a militant group in 1994.<br> Faktoo had aired pro-government news reports that criticized the separatist movement. Shortly before his death, he started working for a news program about Kashmir that is broadcast by satellite throughout India, but not in Kashmir. He was the seventh journalist assassinated in Kashmir since the militant movement began in 1989 and the third to be specifically targeted because of his work with the state-owned broadcast media.","Srinagar, India",34.0747444,74.8204443,34.0747444,74.8204443
12,2005,Confirmed,Amir Nowab,,Pakistan,,,Male,https://cpj-photos.s3-us-west-2.amazonaws.com/Amir%252520Nowab%252528right%252529.Pakistan.2005.1.jpg,AP,Journalist,,Murder,Killed,Freelance,Associated Press Television News and Frontier Post,Broadcast Reporter,War,Television,Pakistan,Wana,,,Wana,,Local,Political Group,Confirmed,,,Complete Impunity,No,No,No,,,,,,,,,,"Gunmen in South Waziristan fatally shot Allah Noor, ajournalist for Peshawar-based Khyber TV, and Amir Nowab, a freelance cameramanfor Associated Press Television News and a reporter for the Frontier Postnewspaper. The journalists were riding with colleagues in a bus transportingthem from the town of Sararogha, where they had covered the surrender of asuspected tribal militant, Baitullah Mehsud.<br>A car overtook the bus about 7:30 p.m. near the town ofWana, and assailants opened fire with AK-47 assault rifles, according to TheAssociated Press, which quoted Mahmood Shah, chief of security for Pakistan’stribal areas bordering Afghanistan. Two other journalists riding in the buswere injured. Anwar Shakir, a stringer for Agence France-Presse, was wounded inthe back during the attack, according to news reports. Dilawar Khan, who wasworking for Al-Jazeera, suffered minor injuries. Nowab was also knownprofessionally as Mir Nawab. Days later, a group calling itself Sipah-e-Islam, orSoldiers of Islam, claimed responsibility for the killings in a letter faxed tonewspapers. It accused some journalists of “working for Christians” and of“being used as tools in negative propaganda … against the Muslim mujahideen.”Local journalists blamed officials for not doing more at thetime of the murders. They said no attempt was made to stop the gunmen’s vehicleeven though the attack took place in an area under government control. Theyalso said no real investigation into the murders took place.<br>The Pakistani military had begun an offensive againstsuspected Al-Qaeda fighters in South Waziristan in early 2004.","Wana, Pakistan",32.3073624,69.5907178,32.3073624,69.5907178
13,2015,Confirmed,Ananta Bijoy Das,,Bangladesh,,,Male,,,Journalist,,Murder,Killed,Freelance,Freelance,"Internet Reporter,Print Reporter","Culture,Human Rights,Politics","Print,Internet",Bangladesh,Sylhet,,,Sylhet,,Local,Political Group,Confirmed,,,Complete Impunity,No,No,Yes,,,,,,,,,,"Four unidentified assailants wielding cleavers and machetes hacked Ananta Bijoy Das to death on a busy street as the blogger was heading to work in the city of Sylhet, according to news reports. Kamrul Hasan, commissioner of Sylhet police, told local journalists that the four assailants fled the scene.<br>Das had contributed to the blog Mukto Mona–the blog founded by Bangladeshi blogger Avijit Roy, who was killed in early 2015–and was also the editor of a quarterly scientific magazine named Jukti (Reason), the reports said. He had also written numerous books, one on evolution. Das, who worked for a bank as his day job, had mainly written on science. He had also been critical of religious fundamentalism and previous attacks on secular thinkers in his writing, CNN reported.<br>According to news reports which cited Imran Sarker, head of an organization of secular bloggers, Das was also an activist during the 2013 Shahbag movement, which called for the death penalty for leaders of the Jamaat-e-Islami party who were on trial for war crimes.<br>The day before he was killed, Das wrote a post on Facebook in which he criticized police for their handling of the investigation into the murders of Bangladeshi bloggers Roy and Washiqur Rahman Babu, according to The Associated Press.<br>Das’s murder came just weeks after the attack on Babu, who was hacked to death in the street on March 30, 2015. In February 2015, Roy and his wife, Rafida Ahmed Bonna, were attacked by assailants wielding sharp weapons while the couple was visiting Dhaka, according to news reports. Roy, a U.S. citizen of Bangladeshi origin, was killed and his wife was critically injured.<br>In early May 2015, an Al-Qaeda branch claimed responsibility for the attack on Roy and his wife as well as for the 2013 murder of blogger Ahmed Rajib Haider in a video posted online, according to reports. The video also urged followers to carry out other such attacks against “blasphemers.”Debasish Debu, a friend of Das, told journalists that the blogger had received threats for his writing and that the frequency of threats increased after the attack on Roy.<br>Police said they were investigating the murder, but no immediate arrests were made, news reports said. On May 13, 2015, The New York Times reported that Islamist extremists claimed responsibility for Das’s murder.","Sylhet, Bangladesh",24.59107805,91.71773617004385,24.59107805,91.71773617004385
14,2009,Confirmed,Anil Mazumdar,,India,,,Male,,,Journalist,,Murder,Killed,Staff,Aji,Editor,"Business,Corruption,Crime,Culture,Human Rights,Politics,War",Print,India,"Rajgarh, Assam",,,"Rajgarh, Assam",,Local,Political Group,Confirmed,,,Complete Impunity,No,No,No,,,,,,,,,,"Unidentified gunmen shot dead Mazumdar, the editor of an Assamese language daily Aji, as he was returning from his office outside his home in Rajgarh. His driver, Ramen Nath, and neighbors rushed him to a hospital, where Mazumdar was declared dead, according to the Telegraph.<br>Mazumdar had been supportive of peace talks between the separatist guerrilla group, United Liberation Front of Asom, which operates in the state, and the government, the Telegraph reported. The paper had taken a stand of supporting negotiations between the government and the militant group, Agence France Presse reported.<br>The same evening that Mazumdar was killed, suspected militants shot dead a leader with the liberation front who was supportive of peace talks, according to reports.<br>“[Mazumdar] was known for his bold and fearless journalism,” Atanu Bhuyan, a fellow journalist, was quoted as saying in news reports. His killing came days after security officials warned journalists in the area that rebel groups could target some of them before an upcoming general election, Reuters reported.<br>Three years after his death, the Gauhati High Court ordered that the Central Bureau of Investigation take over the case, after his widow, Mallika Kalita Majumdar, petitioned the court that she was dissatisfied with the investigation by Assam police, reports said.<br>In January 2016, the CBI filed a closure report naming Bijoy Phukan, a deceased United Liberation Front of Asom militant, as his killer. According to the report, a fortnight after Mazumdar’s killing, Phukan’s body was found with bullet injuries on the bank of the Brahmaputra river in Nalbari district. CPJ was unable to determine if Mazumdar’s family accepted the judgment.","Rajgarh, Assam, India",26.1719842,91.7712712,26.1719842,91.7712712
15,1999,Confirmed,Anura Priyantha,,Sri Lanka,,,Male,,,Journalist,,Dangerous Assignment,Killed,Staff,Independent Television Network,Technician,Politics,Television,Sri Lanka,Colombo,,,Colombo,,Local,Political Group,Confirmed,,,,,,,,,,,,,,,,"Indika Pathinivasan, a camera assistant for Sri Lanka’s privately ownedMaharaja Television Network, and Anura Priyantha, a camera assistant for thestate-owned Independent Television Network, were fatally wounded byshrapnel from a suicide bomb aimed at President Chandrika BandaranaikeKumaratunga at an election rally in Colombo. Five other journalistswere injured by the blast, along with Kumaratunga and scores ofonlookers.<br>  The bomb exploded at around 10 p.m. near a barrier separatingjournalists, including Pathinivasan and Priyantha, from Kumaratunga anda car that had arrived to pick her up. At least 22 people were killedin the assassination attempt, according to police.<br>Pathinivasan died instantly of shrapnel wounds. Priyantha died later at a Colombo hospital.","Colombo, Sri Lanka",6.9387469,79.8541134,6.9387469,79.8541134
16,2011,Confirmed,Asfandyar Khan,,Pakistan,,,Male,,,Journalist,,Dangerous Assignment,Killed,Staff,Akhbar-e-Khyber,Print Reporter,"Crime,Politics",Print,Pakistan,Peshawar,,,Peshawar,,Local,Political Group,Confirmed,,,,,,,,,,,,,,,,"Asfandyar Khan, a reporter for the newspaperAkhbar-e-Khyber, died in a double bombing that took the lives of more thanthree dozen people. Shafiullah Khan, a trainee reporter at the daily The News,died six days later from extensive burns and shrapnel wounds suffered in theattack. Seven other journalists were injured.<br>The first, small blast went off at a market, drawing a largecrowd that included journalists covering the story, according to news reportsand local journalists. A second, larger explosion, apparently a suicide bomb,went off after the crowd had grown.<br>The attack took place near the city center, in an area wheremilitary facilities are concentrated and where many major Pakistani mediaorganizations have their offices. No group immediately claimed responsibilityfor the bombings, and it was not clear if journalists or military personnelwere the targets.","Peshawar, Pakistan",34.0123846,71.5787458,34.0123846,71.5787458
17,2008,Confirmed,Ashok Sodhi,,India,,,Male,https://cpj-photos.s3-us-west-2.amazonaws.com/ashok_sodhi_india_2008.jpg,,Journalist,,Dangerous Assignment,Killed,Staff,Daily Excelsior,Photographer,,Print,India,Samba,,,Samba,,Local,Political Group,Confirmed,,,,,,,,,,,,,,,,"Sodhi, a senior photographer with the local English-language Daily Excelsior in Indian-controlled Kashmir, was killed in crossfire in Samba, close to the border with Pakistan, according to news reports.<br>The BBC said suspected militants holding several hostages exchanged fire with security forces. Three militants, one soldier, and three other civilians were killed in the battle, which lasted several hours, the BBC reported.<br>Sodhi got his start as a print journalist before becoming a photographer, eventually rising to the position of chief photographer at his newspaper, according to an obituary posted on the citizen journalism Web site Merinews.<br>The violence was the worst reported in the volatile region since 2002, according to local news reports. Police said militants crossing the border from Pakistan were behind the attacks, according to the reports.<br>Separatist groups disputing Indian rule of Kashmir have led an often violent insurgency for nearly two decades in the quest for independence or union with Pakistan.<br>In July 2015, the Press Club of Jammu started an award for photojournalists in Sodhi’s honor, reports said.","Samba, India",32.57591175,75.12034455530063,32.57591175,75.12034455530063
18,2004,Confirmed,Asiya Jeelani,,India,,,Female,,,Journalist,,Dangerous Assignment,Killed,Freelance,freelance,Print Reporter,Human Rights,Print,India,Kashmir,,,Kashmir,,Local,Political Group,Confirmed,,,,,,,,,,,,,,,,"Jeelani died en route to the hospital after a van carrying an electionsmonitoring team detonated an explosive device on a rural road in northernKashmir. Jeelani was a freelance journalist who contributed to local newspapers,and a human rights activist who worked with several nongovernmentalorganizations. Local sources said she was helping a local umbrellaorganization, the Coalition of Civil Society, prepare an account ofits monitoring activity, and may have been reporting on the electionherself. The driver of the van was also killed in the blast. After the explosion,the coalition called off its monitoring activities, citing the dangerinvolved.","Kashmir, India",26.2644203,71.6027498,26.2644203,71.6027498
19,2013,Confirmed,Aslam Durrani,,Pakistan,,,Male,,,Journalist,,Dangerous Assignment,Killed,Staff,Daily Pakistan,Editor,Politics,Print,Pakistan,Peshawar,,,Peshawar,,Local,Political Group,Confirmed,,,,,,,,,,,,,,,,"Durrani, 55, news editor of the Urdu-language DailyPakistan, was killed in a suicide bomb attack during a political rally forthe Awami National Party in the northwestern provincial capital of Peshawar,according to news reports. His death was confirmed to CPJ by a staff member atthe Lahore offices of the paper by phone. News reports also identified him as Tariq Aslam Durrani.<br>News accounts reportedthat more than 20 others were killed in the attack, which occurred in the denselypopulated neighborhood of Yakatoot. The explosion occurred just after thearrival of Awami National Party leaders, The Associated Press reported. Seniorpolice official Shafqat Malik told AFPthat the attack was a suicide bombing.<br>Two other journalists were injured: Ehtesham Khan, acorrespondent for Express TV, and Azhar Ali Shah, a reporter for DailyPakistan, both of whom were taken to a local hospital for treatment. The militant group Tehrik-i-Taliban Pakistan claimedresponsibility for the attack, which came less than two weeks before nationalelections, according to local reports.<br>The group’s spokesman, Ihsanullah Ihsan, told local news media that the targetof the attack was Haroon Bilour, a lawyer running for a parliamentary seat thathad been held by his father, Bashir Bilour, who was assassinated last year bythe Taliban, the reports said. Haroon Bilour survived the attack.<br>Durrani was survived by his wife and four sons.","Peshawar, Pakistan",34.0123846,71.5787458,34.0123846,71.5787458
20,2015,Confirmed,Avijit Roy,,,,,Male,https://cpj-photos.s3-us-west-2.amazonaws.com/avijit.roy.ap.jpg,AP,Journalist,,Murder,Killed,Freelance,Freelance,"Internet Reporter,Print Reporter","Culture,Human Rights,Politics","Print,Internet",Bangladesh,Dhaka,,,Dhaka,,Foreign,Political Group,Confirmed,,,Partial Impunity,No,No,Yes,,,,,,,,,,"On February 26, 2015, two unidentified men approached Avijit Roy and his wife, Rafida Ahmed Bonna, as they were leaving a book fair in the Dhaka University campus area, according to Bonna and witnesses, the Dhaka Tribune reported. The assailants stabbed and hacked at them with sharp weapons and fled the scene, news reports said. Roy and Bonna were taken to a local hospital, where Roy was pronounced dead, according to news reports. Bonna was critically wounded.<br>Roy, a naturalized U.S. citizen of Bangladeshi origin, was visiting Bangladesh to attend the book fair, news accounts said. The blogger had covered secular issues including science, homosexuality, atheism, and free expression on his blog, Mukto-Mona (Free Mind), and had published several books on those issues, news reports said. Roy, a Hindu, was critical of religious fundamentalism in his writings on Bangladesh, a predominantly Muslim country.<br>The blogger had reported receiving death threats from Islamists to his friends and family and to the U.K.-based human rights organization the International Humanist and Ethical Union, the organization said. The blogger’s father told journalists that Roy had received threatening messages over email and on social media from individuals who were unhappy with his writing, news reports said.<br>Police said they suspected Islamist radicals were involved in the murder, according to news reports. In 2013, Islamist groups called for the execution of bloggers they said had committed blasphemy, according to news reports.<br>The killing attracted international attention. Agents from the U.S. Federal Bureau of Investigation arrived about a week after Roy’s murder to assist local police in the investigation, according to news reports. On March 2, 2015 Bangladeshi authorities arrested Shafiur Rahman Farabi, a 29-year-old student and a Muslim blogger who had often preached radicalism, according to news reports.<br>On February 16, 2021, a Bangladesh court sentenced five people to death for their involvement in Roy’s killing, and another to life in prison, according to news reports.<br>The court sentenced Syed Mohammad Ziaul Haque, Akram Hossain, Abu Siddique Sohel, Mozammel Hossain, and Arafat Rahman to death by hanging, and Shafiur Rahman Farabi to life imprisonment, according to those reports. The six defendants were all members of the banned militant outfit Ansar al-Islam, and killed Roy for being a “secular writer,” according to those reports.<br>Haque and Akram are in hiding and were sentenced in absentia, while the others were in custody, according to the BBC, which stated that lawyers for the defendants planned to appeal the verdict.","Dhaka, Bangladesh",23.7861979,90.4026151,23.7861979,90.4026151
21,2013,Confirmed,Ayub Khattak,,Pakistan,,,Male,,,Journalist,,Murder,Killed,Staff,Karak Times,Print Reporter,Crime,Print,Pakistan,Karak District,,,Karak District,,Local,Criminal Group,Confirmed,,,Partial Impunity,No,No,Yes,,,,,,,,,,"Khattak, a reporter for the Karak Times in Khyber Pakhtunkhwa’s southern Karak district, was shot dead outside his home, according to news reports and the Freedom Network, a Pakistani press freedom watchdog organization. Eyewitness accounts said two unidentified assailants riding a motorcycle waited outside Khattak’s home, fired at him when he appeared, and then fled the scene, the reports said.<br>Khattak’s colleagues said he had recently published a story on the sale of illegal drugs and a local gang of drug peddlers, according to news reports. Khattak had worked as a journalist since 2004, and had received threats in the past after his reports exposed criminal elements in the region.<br>Khattak’s family said they believed Khattak had been targeted in relation to his work. The journalist’s son filed a First Information Report with the police, in which he named two individuals as drug dealers, claiming they were responsible for his father’s murder, according to the Freedom Network.<br>The murder came only days after Minister of Information Pervaiz Rasheed expressed his support for the appointment of a special prosecutor to investigate attacks against journalists as part of the implementation of the larger U.N. Plan of Action on the Safety of Journalists and Issue of Impunity at a meeting in Islamabad on October 8.<br>On March 16, 2016, a court sentenced Aminullah Niaz to life in prison and fined him 5 million Pakistani rupees (about USD$47,700) for Khattak’s murder, according to local media. Niaz’s brother, Khoob, was acquitted of being an accomplice, reports said. During the trial, the court was told Khattak’s reporting on drug dealing angered Aminullah Niaz, and that he had previously threatened the journalist.<br>Khattak’s family told reporters they plan to appeal the acquittal for Khoob Niaz and demand harsher sentences for both brothers.","Karak District, Pakistan",pass,pass,pass,pass
22,2010,Confirmed,Azamat Ali Bangash,,Pakistan,,,Male,,,Journalist,,Dangerous Assignment,Killed,Staff,Samaa TV,"Broadcast Reporter,Internet Reporter",,Television,Pakistan,Orakzai,,,Orakzai,,Local,Political Group,Confirmed,,,,,,,,,,,,,,,,"Bangash, 34, a cameraman and correspondent, was killed in a suicide bombing while covering food distribution in a refugee camp near Orakzai, in the Federally Administered Tribal Areas near the border with Afghanistan. He was the second Samaa journalist killed in a suicide bombing in two days.<br>As many as 47 refugees from fighting in northwest Pakistan died when a pair of suicide bombers, striking minutes apart, attacked a distribution line, news reports said. The BBC and CNN said the Sunni group Lashkar-e-Jhangvi claimed responsibility for the explosions, which targeted the Shia refugees. The bombing was one of five in northwest Pakistan that took place between April 14 and April 17, 2010.<br>Bangash, who died at a nearby field hospital, was survived by a wife and three children.","Orakzai, Pakistan",33.666667,71.0,33.666667,71.0
23,2004,Confirmed,Bala Nadarajah Iyer,,Sri Lanka,,,Male,,,Journalist,,Murder,Killed,Staff,Thinamurasu and Thinakaran,Print Reporter,"Human Rights,Politics",Print,Sri Lanka,Colombo,,,Colombo,,Local,Political Group,Confirmed,,,Complete Impunity,No,No,Yes,,,,,,,,,,"Iyer, a journalist, writer, and political activist with the oppositionTamil group the Eelam People’s Democratic Party (EPDP), was shot andkilled by unidentified assailants in the capital, Colombo.<br>Two men on a motorcycle gunned down Iyer, a veteran activist and writer,when he left home for work in the southern Wellawatte area of thecapital on the morning of August 16, according to local police. TheEPDP’s official news Web site reported that the LTTE had threatenedIyer before his murder. Iyer was a media officer and a senior member of the EPDP who workedon the editorial board of the Tamil-language weekly Thinamurasuand wrote a political column for the state-run Tamil dailyThinakaran. He was known for criticizing the LTTE’s human rightsabuses and had worked closely with Tamil political groups, includingthe LTTE, during the last 20 years, according to local journalists. Tensions between the two rival Tamil groups flared in the spring afterthe EPDP supported a breakaway faction of the LTTE headed by a rebelleader known as Colonel Karuna.","Colombo, Sri Lanka",6.9387469,79.8541134,6.9387469,79.8541134
24,1993,Confirmed,Bhola Nath Masoom,,India,,,Male,,,Journalist,,Murder,Killed,Freelance,Hind Samachar,Print Reporter,"Business,Culture,Politics",Print,India,Rajpura,,,Rajpura,,Local,Political Group,Confirmed,,,Complete Impunity,No,No,No,,,,,,,,,,"Masoom, a stringer for Hind Samachar and president of the Punjab and Chandigarh Journalist’s Council, was shot by two suspected militants near his home in the town of Rajpura. He died the same day.","Rajpura, India",30.4776857,76.5937658,30.4776857,76.5937658
25,2007,Confirmed,Birendra Shah,,Nepal,,,Male,,,Journalist,,Murder,Killed,Staff,"Nepal FM, Dristi Weekly, and Avenues TV","Broadcast Reporter,Print Reporter",Crime,"Print,Radio,Television",Nepal,Bara district,,,Bara district,,Local,Political Group,Confirmed,,,Partial Impunity,No,Yes,Yes,,,,,,,,,,"Shah was kidnapped on October 4 by members of the Communist Party of Nepal (Maoist) in central Nepal’s Bara district. Maoist leaders issued a statement on November 5, saying that Shah had been murdered by members of their party on the day of the kidnapping, according to Guna Raj Luitel, news editor of Kantipur Daily.<br>Maoist leaders sought to distance themselves from the slaying, which they called an anarchic act orchestrated by a district committee member, Lal Bahadur Chaudhary. Shah, local correspondent for Nepal FM, Dristi Weekly, and Avenues TV, had been critical of local Maoists in his reports.<br>His body was recovered by police in a forested area 100 miles (160 kilometers) south of Kathmandu on November 8, according to The Associated Press. A funeral held the next day attracted more than 3,000 mourners. Some of the crowd attempted to set fire to the house of one of the accused killers, the Voice of America reported.<br>On May 30, 2011, a judge in central Bara district sentenced two defendants, Mainejar Giri and Ram Ekwal Sahini, to lifeterms and confiscated their property on charges of carrying out theabduction and murder, according to local news reports. Lal BahadurChaudhary had not been detained.","Bara district, Nepal",27.03174345,85.01224002614461,27.03174345,85.01224002614461
